volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,452939.09,2037317.93,23897.79,95,64938049,688292,7687.31,5594,33721339,3463390,922156,420893,46895.55,14/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,169093.5,264092.43,197847.51,46.1,43446856,153270,635.62,48452,6526632,445272,177348,124776,7751.23,14/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,328513.12,1099039.42,172049.22,65.6,236956976,2182321,954.28,46814,4982409,6692870,1265149,634533,8453.05,14/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,41697.12,88847.81,20873.17,66.6,5306760,93224,188.85,26901,17976945,1225311,318485,278915,3305.27,14/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,94575.87,507828.36,143842.57,39.7,117979737,1077664,623.61,6582,4624327,8587702,2077634,1101274,3065.48,14/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4944.42,83079.44,27823.56,15.1,10935373,368642,797.29,3208,8162924,1157035,116773,7002,1764.16,14/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,228188.5,1570878.21,10229.94,95.7,42178897,89384,2183.7,361948,39989565,450309,52861,25881,43649.57,14/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",327679.88,157054,248825.31,170625.89,47.9,11083718,2,2183.7,2334460,24105021,451147,28588,22982,2183.7,14/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,221400.79,266510.08,106279.09,67.6,24102788,18479,969.97,8993,11872795,1044041,167396,17196,8942.12,14/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73718.83,438763.83,24585.13,75,40704079,1069,204.08,2289,11574158,718857,178088,94790,5208.2,14/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1081.04,996.24,31686.94,3.3,1070603,41,5.02,27136,999053,104941,8424,2337,15.84,14/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,77551.03,751920.63,20752.93,78.9,65261166,41566,6986.37,15143,12371249,1124479,289277,236493,22695.99,14/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,55436.68,2004519.09,42867.28,56.4,4296523,3,94.89,629153792,502567822,3845,1044,280,33743.95,14/11/20 4:00
