volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,452951.32,2153387.85,23885.55,95,65661490,724614,7687.31,5549,35262939,3543654,952771,445927,46895.55,26/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,181385.61,303862.25,185555.4,49.4,45633594,417626,635.62,49611,7149643,446412,184022,129244,7751.23,26/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,297309.66,1076515.38,203252.69,59.4,238911768,2192339,707.1,47240,4840424,6757993,1288203,638548,8453.05,26/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,44475.77,91589,18094.52,71.1,5312068,93236,188.85,27001,18513066,1226310,318467,278904,3305.27,26/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,95333.72,508431.45,143084.72,40,120824349,1183307,623.61,6400,4521077,8922887,2128586,1103858,3065.48,26/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4963.45,83120.3,27804.53,15.1,11072591,371686,797.29,3198,8065720,1174220,119236,7021,1787.33,26/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226501.84,1622842.75,11916.59,95,42656937,89384,2183.7,361948,40849445,455773,53118,25944,43649.57,26/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,167871.99,258908.85,64772.35,72.2,13315432,2,2183.7,2334444,20878047,456988,29265,23269,2183.7,26/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,234551.18,292196.43,93128.7,71.6,24690873,18479,969.97,9006,12707040,1064817,168267,17622,8942.12,26/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73685.75,451434.43,24618.22,75,43929244,1069,204.08,2384,11034111,754248,183392,98405,5208.2,26/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1083.03,997.82,31684.95,3.3,1071584,41,5.02,27136,999722,105012,8435,2362,15.84,26/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,73773.22,760135.1,24530.74,75,65331548,41566,6986.37,15145,12492928,1128392,291018,238005,23468.96,26/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,61712.95,2010560.98,36591.01,62.8,4309596,3,94.89,629153792,502548645,3890,1044,280,33743.95,26/1/21 4:00
