volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,452349.82,2092813.47,24487.06,94.9,65506320,713873,7687.31,5568,34350466,3506020,928639,423275,46895.55,20/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,175988.55,290428.31,190952.45,48,44520317,403050,635.62,49047,7004429,437074,180872,127072,7751.23,20/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,291517.89,1067175.02,209044.45,58.2,238359431,2189183,707.1,47212,4809559,6723246,1280493,636248,8453.05,20/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,42707.72,89785.83,19862.57,68.3,5309261,93224,188.85,26930,18158183,1225990,318450,278889,3305.27,20/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,95405.72,508490.63,143012.72,40,119331226,1122570,623.61,6490,4578029,8760404,2105418,1103036,3065.48,20/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4948.14,83135.41,27819.85,15.1,10958662,369960,797.29,3207,8151059,1159448,116963,7003,1816.63,20/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226562.3,1603010.47,11856.14,95,42465537,89384,2183.7,361948,40532102,451427,52938,25906,43649.57,20/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",327679.88,164138.81,255522.37,163541.08,50.1,13157558,2,2183.7,2334444,20852199,454006,28956,23032,2183.7,20/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,223807.24,269317.71,103872.64,68.3,24403037,18479,969.97,8963,11850250,1047805,167846,17504,8942.12,20/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73718.2,448105.32,24585.76,75,43464767,1069,204.08,2262,11075917,747278,182237,97744,5208.2,20/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1081.08,996.28,31686.9,3.3,1071153,41,5.02,27136,998578,104990,8435,2360,15.84,20/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,73882.7,756535.99,24421.27,75.2,65312445,41566,6986.37,15143,12437413,1128308,291015,238005,23076.72,20/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,58645,2007627.44,39658.96,59.7,4303658,3,94.89,629153792,502510136,3886,1044,280,33743.95,20/12/20 4:00
