volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,452983.77,2154338.99,23853.11,95,66204776,725088,7687.31,5439,34988992,3578865,965199,457661,46895.55,2/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,183003.98,305362.55,183937.03,49.9,45636529,417809,635.62,49611,7184483,446528,184047,129253,7751.23,2/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,297901.52,1078982.02,202660.82,59.5,239040381,2192354,707.1,47225,4849162,6760300,1288570,638627,8453.05,2/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,44728.54,91827.33,17841.75,71.5,5314491,93414,188.85,27064,18552778,1226540,318564,278968,3305.27,2/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,95923.41,508960.82,142495.03,40.2,120984408,1185480,623.61,6389,4519804,8939696,2130669,1104260,3065.48,2/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4988.39,83185.96,27779.6,15.2,11199012,374779,797.29,3174,7980966,1183128,120235,7071,1829.68,2/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226233.95,1628517.3,12184.49,94.9,42669329,89384,2183.7,361948,40980377,455935,53151,25960,43649.57,2/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,168563.75,259496.93,64080.59,72.5,13504942,2,2183.7,2334440,20631827,457845,29652,23629,2183.7,2/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,236485.97,294076.19,91193.91,72.2,24728969,18479,969.97,8998,12769084,1065495,168348,17659,8942.12,2/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73724.08,451839.33,24579.88,75,44041253,1069,204.08,2356,11015919,756275,183919,98739,5208.2,2/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1046.36,962.53,31721.62,3.2,1069793,41,5.02,26940,965975,104861,8424,2356,15.84,2/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,73783.89,760336.51,24520.08,75.1,65332736,41566,6986.37,15145,12496011,1128407,291018,238005,23542.95,2/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,62175.85,2011010.68,36128.11,63.2,4310567,3,94.89,629153792,502547460,3890,1044,280,33743.95,2/2/21 4:00
