volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,459923.59,2212172.59,16913.28,96.5,66469183,731928,7687.31,5436,35784052,3583088,941713,431174,46895.55,7/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,206972.54,325630.6,159968.47,56.4,47219013,445876,635.62,50031,7404588,483468,199041,137992,7751.23,7/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,310863.27,1099304.94,189699.08,62.1,241871736,2200471,707.1,47557,4883753,6829447,1308945,649113,8453.05,7/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,46881.15,93865.26,15689.14,74.9,5329042,94677,188.85,26942,18912739,1233860,322248,280889,3305.27,7/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,95784.4,509126.85,142634.03,40.2,121665188,1239593,623.61,6265,4496056,9049762,2117321,1085604,3065.48,7/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,5012.02,83143.22,27755.97,15.3,11238255,375343,797.29,3187,7949029,1192813,121309,7108,1764.88,7/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226345,1673654.45,12073.44,94.9,43081611,89384,2183.7,361948,41713176,459994,53468,26046,44513.54,7/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,170430.44,262563.17,62213.9,73.3,13684066,2,2183.7,2334444,20602355,460355,29932,23760,2183.7,7/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,245444.82,320045.07,82235.06,74.9,25589615,18479,969.97,9023,13429277,1113748,170166,18198,8942.12,7/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73719.25,455680.03,24584.71,75,45083786,1069,204.08,3101,10852654,769500,186578,100382,5208.2,7/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1047.79,963.86,31720.2,3.2,1070290,41,5.02,26892,966861,104892,8417,2351,15.84,7/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,73685.04,766296.76,24618.93,75,65401653,41566,6986.37,15146,12580697,1133644,293324,240007,23896.4,7/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,84632.78,2032844.36,13671.18,86.1,4360555,3,94.89,629153792,502162736,3937,1047,281,33743.95,7/3/21 4:00
