volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,450571.17,2111324.88,26265.7,94.5,65509304,715992,7687.31,5569,34652315,3507195,928978,423373,46895.55,22/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,176454.99,290869.43,190486.01,48.1,44522726,403050,635.62,49049,7014689,437171,180898,127092,7751.23,22/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,291695.03,1067344.88,208867.31,58.3,238398427,2189958,707.1,47205,4809622,6727839,1281993,637075,8453.05,22/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,42724.58,89788.79,19845.71,68.3,5309270,93224,188.85,26930,18158750,1225990,318450,278889,3305.27,22/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,95420.5,508503.15,142997.94,40,119448646,1124480,623.61,6473,4573641,8773455,2106584,1102997,3065.48,22/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4954.18,83181.07,27813.8,15.1,11029650,370198,797.29,3201,8103038,1169971,119025,7003,1856.74,22/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226493.44,1603320.17,11925,95,42468865,89384,2183.7,361948,40536756,451447,52941,25907,43649.57,22/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",327679.88,164142.11,255525.33,163537.77,50.1,13157698,2,2183.7,2334444,20852218,454012,28956,23032,2183.7,22/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,223807.29,269317.75,103872.59,68.3,24403061,18479,969.97,8963,11850240,1047813,167848,17504,8942.12,22/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73715.98,448403.25,24587.99,75,43482469,1069,204.08,2266,11075736,747420,182259,97764,5208.2,22/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1081.08,996.28,31686.9,3.3,1071159,41,5.02,27136,998573,104990,8435,2360,15.84,22/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,73729.85,757702.43,24574.11,75,65312760,41566,6986.37,15143,12456529,1128313,291015,238005,23097.23,22/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,58825.94,2007803.77,39478.02,59.8,4304011,3,94.89,629153792,502512912,3886,1044,280,33743.95,22/12/20 4:00
