volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,453302.49,2150245.63,23534.39,95.1,65593523,724031,7687.31,5565,35248041,3518020,931754,424899,46895.55,19/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,187186.93,304542.64,179754.08,51,45682751,416107,635.62,49633,7157942,442616,181851,127746,7751.23,19/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,297606.61,1075815.75,202955.73,59.5,238869491,2190214,707.1,47277,4838134,6746940,1285627,638372,8453.05,19/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,43965.93,91116.29,18604.36,70.3,5309852,93224,188.85,26949,18425203,1226127,318454,278896,3305.27,19/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,95534.16,508633.96,142884.28,40.1,120580693,1162457,623.61,6401,4531992,8901562,2126534,1104044,3065.48,19/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4959.88,83097.55,27808.1,15.1,11071850,371693,797.29,3199,8064053,1174200,119217,7022,1768.07,19/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226495.38,1616852.71,11923.05,95,42612207,89384,2183.7,361948,40741388,455582,53104,25939,43649.57,19/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,167324.03,258431.1,65320.31,71.9,13270105,2,2183.7,2334444,20910704,455135,29060,23109,2183.7,19/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,227421.63,285505.06,100258.25,69.4,24599805,18479,969.97,8992,12462014,1058832,168035,17526,8942.12,19/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73715.4,450402.29,24588.56,75,43710743,1069,204.08,2262,11064738,751412,182764,98035,5208.2,19/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1081.92,997.05,31686.06,3.3,1071314,41,5.02,27136,999199,105006,8436,2363,15.84,19/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,73788.52,759951.68,24515.44,75.1,65330351,41566,6986.37,15145,12490142,1128377,291018,238005,23394.86,19/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,60965.75,2009889.24,37338.22,62,4308187,3,94.89,629153792,502545586,3890,1044,280,33743.95,19/1/21 4:00
