volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,458985.76,2143900.18,17851.11,96.3,65587423,724730,7687.31,5571,35147437,3518526,931641,424502,46895.55,12/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,186259.92,302589.07,180681.08,50.8,45149091,415754,635.62,49275,7196089,439139,181045,127153,7751.23,12/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,293063.78,1071265.86,207498.56,58.5,238501324,2189219,707.1,47189,4825118,6732108,1281580,636233,8453.05,12/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,43683.67,90848.08,18886.62,69.8,5309545,93224,188.85,26939,18372027,1226029,318457,278896,3305.27,12/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,95404.63,508510.2,143013.81,40,120135325,1151129,623.61,6417,4547621,8849387,2117398,1103252,3065.48,12/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4959.35,83065.56,27808.64,15.1,11071371,371599,797.29,3198,8061300,1174142,119207,7021,1736.53,12/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,225259.26,1610639.77,13159.18,94.5,42558348,89384,2183.7,361948,40636196,455246,53088,25929,43649.57,12/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",494788.25,167033.52,258184.83,327754.73,33.8,13266520,2,2183.7,2334444,20896422,454442,28973,23034,2183.7,12/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,232487.55,282436.28,95192.33,70.9,24551376,18479,969.97,8982,12352385,1058756,168016,17520,8942.12,12/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73931.05,450356.99,24372.91,75.2,43696658,1069,204.08,2271,11066367,751221,182714,98014,5208.2,12/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1081.86,996.99,31686.12,3.3,1071222,41,5.02,27136,999223,105001,8439,2363,15.84,12/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,73811.52,759510.84,24492.44,75.1,65329239,41566,6986.37,15144,12483109,1128362,291018,238005,23319.64,12/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,60351.07,2009287.75,37952.9,61.4,4306989,3,94.89,629153792,502535418,3889,1044,280,33743.95,12/1/21 4:00
