volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,418595.46,2254769.88,58241.41,87.8,66864795,738179,7687.31,5344,36258293,3590731,940682,429018,46895.55,24/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,210043.48,332300.26,156897.53,57.2,47735571,466020,635.62,50272,7474485,490318,202200,139699,7751.23,24/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,312541.62,1104099.05,188020.72,62.4,243427379,2201211,707.1,47721,4872302,6856636,1312039,649549,8453.05,24/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,47782.62,94719.07,14787.67,76.4,5318374,93008,188.85,27313,19123054,1232573,322197,279926,3305.27,24/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,96717.89,509905.63,141700.55,40.6,123449824,1283618,623.61,6148,4437899,9196328,2144208,1094301,3065.48,24/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4986.48,83202.3,27781.5,15.2,11136055,373837,797.29,3214,8027675,1186938,120710,6990,1847.95,24/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226525.85,1690056.42,11892.59,95,43094295,89384,2183.7,361948,42109571,460711,53519,26069,44387.37,24/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,171747.79,263685.75,60896.55,73.8,13836934,2,2183.7,2334440,20461854,461033,29992,23764,2183.7,24/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,242546.5,329516.54,85133.39,74,25650642,18479,969.97,9036,13793805,1114432,170259,18206,8942.12,24/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73717.62,465681.37,24586.34,75,45167644,1069,316.98,3048,11071243,772963,187000,100617,5208.2,24/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1047.87,999.28,31720.11,3.2,1072149,41,5.02,27098,1000660,105020,8423,2353,15.84,24/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,74190.37,768550.63,24113.59,75.5,65414611,41566,6986.37,15146,12615200,1134595,293746,240370,24073.15,24/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,93856.96,2045907.28,4447,95.5,4383673,3,94.89,629153792,502714147,3939,1046,280,33743.95,24/3/21 4:00
