volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,453216.81,2175592.99,23620.06,95,66113806,726487,7687.31,5488,35382317,3542556,941981,433854,46895.55,11/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,190026.69,311042.08,176914.31,51.8,45802209,417832,635.62,49572,7291639,458135,187545,130793,7751.23,11/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,303575.78,1086392.12,196986.56,60.6,239449557,2192948,707.1,47249,4873862,6801908,1294017,641911,8453.05,11/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,44728.41,91827.19,17841.88,71.5,5314220,93399,188.85,27063,18553695,1226488,318539,278958,3305.27,11/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,96059.89,509057.43,142358.55,40.3,120918453,1182683,623.61,6357,4523164,8893086,2096772,1084547,3065.48,11/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4990.28,83105.48,27777.7,15.2,11207981,374812,797.29,3172,7966869,1183690,120385,7146,1747.59,11/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226526.57,1631926.29,11891.87,95,42741888,89384,2183.7,361948,40996447,456268,53207,25987,43649.57,11/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,168524.92,260256.84,64119.42,72.4,13530181,2,2183.7,2334440,20653647,459034,29838,23758,2183.7,11/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,244166.73,302476.56,83513.15,74.5,25261603,18479,969.97,8975,12856905,1067629,169474,18182,8942.12,11/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73728.73,453083.32,24575.23,75,44414333,1069,204.08,2622,10953459,760504,184735,99243,5208.2,11/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1047.72,963.8,31720.26,3.2,1069941,41,5.02,26926,967119,104866,8417,2350,15.84,11/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,73775.33,761566.37,24528.64,75,65334247,41566,6986.37,15145,12515934,1128426,291018,238005,23639.02,11/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,63272.75,2012079.48,35031.22,64.4,4312666,3,94.89,629153792,502568970,3890,1044,280,33743.95,11/2/21 4:00
