volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,451884.28,2098897.3,24952.59,94.8,65505637,713873,7687.31,5568,34450547,3506190,928672,423292,46895.55,21/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,175991.6,290431.26,190949.41,48,44520601,403050,635.62,49047,7004456,437100,180878,127078,7751.23,21/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,291468.24,1067127.92,209094.11,58.2,238381453,2189958,707.1,47204,4808905,6726748,1282000,637077,8453.05,21/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,42724.58,89788.79,19845.71,68.3,5309270,93224,188.85,26930,18158750,1225990,318450,278889,3305.27,21/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,95402.86,508487.86,143015.58,40,119331970,1122570,623.61,6490,4577975,8760464,2105415,1103031,3065.48,21/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4948.14,83172.44,27819.85,15.1,10958669,369960,797.29,3207,8154682,1159448,116963,7003,1853.66,21/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226498.74,1603029.5,11919.7,95,42465572,89384,2183.7,361948,40532550,451429,52938,25906,43649.57,21/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",327679.88,164138.81,255522.37,163541.08,50.1,13157558,2,2183.7,2334444,20852199,454006,28956,23032,2183.7,21/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,223807.24,269317.71,103872.64,68.3,24403035,18479,969.97,8963,11850251,1047805,167846,17504,8942.12,21/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73720.36,448353.6,24583.61,75,43464855,1069,204.08,2262,11077121,747295,182258,97764,5208.2,21/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1081.08,996.28,31686.9,3.3,1071153,41,5.02,27136,998578,104990,8435,2360,15.84,21/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,74861.73,757588.5,23442.24,76.2,65312585,41566,6986.37,15143,12454689,1128310,291015,238005,23087.02,21/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,58768.32,2007746.56,39535.64,59.8,4303894,3,94.89,629153792,502512300,3886,1044,280,33743.95,21/12/20 4:00
