volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,449096.6,2280274.97,27740.27,94.2,67765719,745952,7687.31,5278,36180375,3802556,965131,439688,46895.55,20/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,230166.69,351674.86,136774.32,62.7,48037251,473844,635.62,50156,7860609,505971,209682,144450,11605.32,20/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,310684.44,1107693.4,189877.9,62.1,247399528,2202558,707.1,48112,4809673,6908103,1316657,652104,8453.05,20/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,47797.43,94732.94,14772.86,76.4,5320643,93008,188.85,27393,19117698,1232608,322196,279927,3305.27,20/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,98123.7,511005.28,140294.74,41.2,123468954,1282843,799.98,6148,4446801,9266124,2150602,1095665,3065.48,20/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,5028.49,83257.5,27739.49,15.3,11236844,379404,797.29,3221,7960945,1195480,121379,6998,1864.2,20/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226168.62,1718596.08,12249.82,94.9,43316985,89384,2183.7,361948,42600529,462710,53686,26126,44387.37,20/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,173656.25,266064.64,58988.09,74.6,13974125,2,2183.7,2334440,20443758,462867,30065,23805,2183.7,20/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,245446.79,339543.42,82233.1,74.9,25812156,18479,969.97,9077,14124593,1116776,170534,18234,8942.12,20/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73755.99,470650.62,24547.98,75,46044747,1069,316.98,3594,10980026,785102,188235,101320,5208.2,20/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1059.15,974.61,31708.83,3.2,1070944,41,10.49,26865,977042,104995,8424,2355,15.84,20/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,73638.88,770756.06,24665.08,74.9,65436962,41566,6986.37,15146,12647080,1136088,294413,240933,24357.5,20/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,92848.41,2058661.33,5455.55,94.5,4407344,3,94.89,629153792,503121379,4002,1058,280,33743.95,20/4/21 4:00
