volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,444908.84,2276427.08,31928.04,93.3,67565903,745651,7687.31,5210,36226223,3800582,964998,439637,46895.55,19/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,229908.69,351430.33,137032.32,62.7,48019304,473805,635.62,50149,7858079,505706,209587,144440,11605.32,19/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,310604.47,1107619.65,189957.88,62.1,247374057,2202508,707.1,48113,4809848,6903439,1316568,652065,8453.05,19/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,47797.43,94732.94,14772.86,76.4,5320643,93008,188.85,27393,19117698,1232608,322196,279927,3305.27,19/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,98026.93,510920.27,140391.51,41.1,123397927,1279937,799.98,6148,4448608,9260458,2149432,1095371,3065.48,19/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,5028.49,83251.02,27739.5,15.3,11236844,379404,797.29,3221,7960326,1195480,121379,6998,1857.73,19/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226493.77,1718456.71,11924.67,95,43315639,89384,2183.7,361948,42598398,462752,53691,26124,44387.37,19/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,173591.67,266007.37,59052.67,74.6,13966404,2,2183.7,2334440,20450657,462701,30062,23803,2183.7,19/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,245365.03,339468.16,82314.85,74.9,25811870,18479,969.97,9077,14121619,1116532,170474,18234,8942.12,19/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73690.54,470532.62,24613.43,75,45938399,1069,316.98,3584,10997974,784546,188235,101320,5208.2,19/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1059.15,974.6,31708.84,3.2,1070930,41,10.49,26864,977053,104994,8424,2355,15.84,19/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,73547.03,770677.21,24756.94,74.8,65436800,41566,6986.37,15146,12645817,1136085,294413,240933,24347.31,19/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,92571.7,2058390.54,5732.27,94.2,4406811,3,94.89,629153792,503116251,4001,1058,280,33743.95,19/4/21 4:00
