volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,454741.14,2042991.34,22095.74,95.4,65031247,692159,7687.31,5593,33766687,3464835,922832,421286,46895.55,17/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,169122.65,264116.9,197818.36,46.1,43447565,153386,635.62,48452,6527130,445294,177351,124779,7751.23,17/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,328938.86,1099441.6,171623.49,65.7,236992687,2182550,954.28,46802,4983481,6695866,1265319,634542,8453.05,17/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,41686.21,88837.25,20884.08,66.6,5306698,93224,188.85,26898,17975019,1225311,318485,278915,3305.27,17/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,93670.86,507001.07,144747.58,39.3,117886943,1077765,623.61,6591,4620432,8586321,2077693,1101281,3065.48,17/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4944.58,83101.62,27823.41,15.1,10935398,368643,797.29,3208,8165083,1157035,116773,7002,1786.18,17/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,228541.73,1570970.32,9876.71,95.9,42179399,89384,2183.7,361948,39991434,450314,52857,25880,43649.57,17/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",327679.88,157188.63,248942.08,170491.25,48,11131782,2,2183.7,2334456,24012206,451225,28593,22982,2183.7,17/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,221459.02,266561.92,106220.86,67.6,24106672,18479,969.97,8994,11873191,1044073,167400,17198,8942.12,17/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73720.41,439150.99,24583.55,75,40829339,1069,204.08,2287,11548832,719780,178171,94841,5208.2,17/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1081.04,996.24,31686.94,3.3,1070600,41,5.02,27136,999057,104942,8424,2337,15.84,17/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,79062.06,753171,19241.9,80.4,65261631,41566,6986.37,15143,12391733,1124486,289277,236493,22726.78,17/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,55684.41,2004755.62,42619.55,56.6,4297010,3,94.89,629153792,502569967,3845,1044,280,33743.95,17/11/20 4:00
