volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,452996.45,2154125.42,23840.43,95,66300249,724798,7687.31,5350,34935148,3554430,952762,445863,46895.55,31/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,181422.91,303897.56,185518.1,49.4,45634365,417809,635.62,49611,7150353,446518,184042,129253,7751.23,31/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,298691.79,1079542.88,201870.55,59.7,239036103,2192351,707.1,47225,4851506,6760138,1288511,638612,8453.05,31/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,44728.49,91827.28,17841.8,71.5,5314452,93414,188.85,27065,18552905,1226534,318564,278968,3305.27,31/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,95674.26,508830.4,142744.18,40.1,120884563,1183411,623.61,6396,4522371,8929608,2129572,1104041,3065.48,31/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4963.66,83229.04,27804.32,15.1,11079265,371686,797.29,3199,8071399,1175525,119285,7021,1895.87,31/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226462.77,1628087.05,11955.67,95,42668874,89384,2183.7,361948,40969987,455917,53149,25960,43649.57,31/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,168556.78,259493.21,64087.56,72.5,13467292,2,2183.7,2334444,20689211,457342,29289,23278,2183.7,31/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,236306.84,293905.49,91373.04,72.1,24727135,18479,969.97,8998,12762618,1065453,168400,17699,8942.12,31/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73718.53,451716.81,24585.44,75,44024534,1069,204.08,2362,11017388,756036,183902,98726,5208.2,31/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1046.35,962.53,31721.63,3.2,1069776,41,5.02,26940,965984,104860,8426,2358,15.84,31/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,72248.83,759053.89,26055.14,73.5,65332421,41566,6986.37,15145,12474991,1128402,291018,238005,23522.5,31/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,62026.92,2010866,36277.04,63.1,4310263,3,94.89,629153792,502546863,3890,1044,280,33743.95,31/1/21 4:00
