volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,452955.72,2037455.27,23881.16,95,64887662,688444,7687.31,5595,33749798,3455777,920660,419652,46895.55,13/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,169068.53,264068.46,197872.48,46.1,43444936,152850,635.62,48455,6526328,444250,176709,124375,7751.23,13/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,327994.95,1098562.45,172567.39,65.5,236905815,2182321,954.28,46812,4981323,6692004,1265043,634531,8453.05,13/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,41678.08,88829.99,20892.21,66.6,5306635,93224,188.85,26896,17973764,1225310,318485,278915,3305.27,13/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,94474.26,507720.02,143944.18,39.6,117959252,1075034,623.61,6584,4624138,8584757,2076968,1101244,3065.48,13/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4944.42,83042.72,27823.56,15.1,10935365,368642,797.29,3208,8159324,1157035,116773,7002,1727.44,13/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,228206.12,1570867.15,10212.32,95.7,42180343,89384,2183.7,361948,39987913,450290,52859,25877,43649.57,13/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",327679.88,156751.97,248553.76,170927.92,47.8,11049358,2,2183.7,2334460,24153593,451053,28588,22982,2183.7,13/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,221312.01,266427.67,106367.87,67.5,24102291,18479,969.97,8993,11869368,1043940,167390,17196,8942.12,13/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73718.87,438424.83,24585.09,75,40427578,1069,204.08,2258,11644316,713046,177923,94688,5208.2,13/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1080.95,996.15,31687.03,3.3,1070484,41,5.02,27136,999076,104932,8424,2337,15.84,13/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,77407.61,751799.87,20896.35,78.7,65261012,41566,6986.37,15143,12369291,1124477,289277,236493,22685.76,13/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,55433.36,2004515.84,42870.6,56.4,4296502,3,94.89,629153792,502569465,3845,1044,280,33743.95,13/11/20 4:00
