volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,452784.85,2154150.59,24052.02,95,66097763,725298,7687.31,5453,35042579,3580812,975762,468810,46895.55,3/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,188008.32,309832.81,178932.68,51.2,45549821,396948,635.62,49536,7303537,446928,184047,129303,7751.23,3/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,299868.65,1080673.56,200693.69,59.9,239052781,2192366,707.1,47227,4856319,6761933,1288758,638702,8453.05,3/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,44728.54,91827.33,17841.75,71.5,5314491,93414,188.85,27064,18552778,1226540,318564,278968,3305.27,3/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,96092.89,509071.87,142325.55,40.3,121210917,1190669,623.61,6371,4512345,8971182,2134329,1104308,3065.48,3/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4992.26,83189.4,27775.72,15.2,11209158,374794,797.29,3171,7974072,1183932,120465,7144,1829.37,3/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226434.06,1628697.13,11984.38,95,42711866,89384,2183.7,361948,40944085,455982,53160,25961,43649.57,3/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,168612.1,259541.58,64032.24,72.5,13506680,2,2183.7,2334440,20632723,458224,29702,23676,2183.7,3/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,241510.11,298710.57,86169.78,73.7,24729230,18479,969.97,8998,12970173,1065651,168401,17673,8942.12,3/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,74226.03,452133.63,24077.93,75.5,44299696,1069,204.08,2565,10958786,759197,184040,98751,5208.2,3/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1046.37,962.54,31721.62,3.2,1069851,41,5.02,26935,965927,104863,8415,2347,15.84,3/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,73756.68,760926.96,24547.28,75,65332893,41566,6986.37,15145,12505685,1128409,291018,238005,23553.2,3/2/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,62405.12,2011234.35,35898.85,63.5,4310988,3,94.89,629153792,502554091,3890,1044,280,33743.95,3/2/21 4:00
