volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,452984.24,2292060.31,23852.63,95,68073873,749518,7687.31,5211,36202554,3811152,967912,440918,46895.55,16/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,246496.35,364340.28,120444.66,67.2,49302190,562268,635.62,50057,7934766,540160,213011,145341,11605.32,16/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,318343.72,1119930.91,182218.62,63.6,248727066,2207330,707.1,48226,4836831,7123555,1325454,656842,8453.05,16/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,51233.04,97959.71,11337.25,81.9,5464185,94770,188.85,32022,19249558,1240678,326094,282352,3305.27,16/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,98519.29,511363.96,139899.14,41.3,124592876,1319627,799.98,6110,4409768,9387195,2170421,1099429,3065.48,16/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,6833.7,85062.33,25934.28,20.9,11745316,398448,797.29,3246,7781549,1241777,125399,7076,1927.86,16/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226431.28,1756765.25,11987.16,95,43530804,89384,2183.7,361948,43332769,464631,54024,26281,44387.37,16/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,174472.1,273473.1,58172.24,75,17201593,2,2183.7,2334216,17070405,465665,30572,23810,2183.7,16/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,242713.87,355576.87,84966.01,74.1,26001168,18479,969.97,9151,14684031,1118985,170988,18431,8942.12,16/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73728.4,475951.9,24575.56,75,47084083,1069,316.98,3934,10853887,802179,189858,102314,5208.2,16/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1059.28,974.74,31708.7,3.2,1071610,41,10.49,26819,976567,105035,8429,2360,15.84,16/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,72262.78,771113.15,26041.19,73.5,65448537,41566,6986.37,15147,12650702,1136770,294664,241151,24632.65,16/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,93576.52,2062142.22,4727.44,95.2,4414428,3,94.89,629153792,503160673,4004,1058,280,33743.95,16/5/21 4:00
