volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,430578.38,2265366.23,46258.49,90.3,66970969,739367,7687.31,5353,36370701,3607627,941047,429053,46895.55,6/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,216670.36,338393.08,150270.65,59,47744699,473259,635.62,50009,7610078,502853,209174,144257,7751.23,6/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,305419.05,1103320.62,195143.3,61,245496396,2202379,707.1,47870,4827833,6873421,1313235,649945,8453.05,6/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,47792.56,94728.13,14777.73,76.4,5318424,93008,188.85,27314,19124704,1232576,322195,279926,3305.27,6/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,96575.67,509556.33,141842.76,40.5,123853823,1271145,623.61,6031,4420368,9191231,2140861,1094856,3065.48,6/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4994.57,83181.06,27773.42,15.2,11149923,373947,797.29,3216,8015645,1187950,120802,6993,1819.14,6/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226233.49,1708887.24,12184.95,94.9,43106793,89384,2183.7,361948,42566417,461736,53592,26112,44387.37,6/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,172435.29,264978.58,60209.05,74.1,13924687,2,2183.7,2334440,20432594,461675,29997,23763,2183.7,6/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,243371.03,336240.66,84308.85,74.3,25762424,18479,969.97,9060,14014205,1115958,170428,18229,8942.12,6/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73718.4,467714.9,24585.56,75,45517633,1069,316.98,3366,11033109,779181,187690,100984,5208.2,6/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1059.12,1009.92,31708.87,3.2,1072416,41,10.49,27092,1011055,105093,8427,2355,15.84,6/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,73814.97,770317.54,24488.99,75.1,65433109,41566,6986.37,15146,12640629,1135895,294331,240864,24212.26,6/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,93638.22,2057304.09,4665.74,95.3,4404443,3,94.89,629153792,503121885,4000,1058,280,33743.95,6/4/21 4:00
