volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,453438.29,2150020.93,23398.59,95.1,65596612,723357,7687.31,5569,35242703,3519745,931857,424563,46895.55,18/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,187186.42,304542.18,179754.59,51,45682726,416107,635.62,49633,7157935,442608,181851,127746,7751.23,18/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,297184.68,1075304.21,203377.66,59.4,238792361,2190207,707.1,47273,4837429,6742120,1285282,638344,8453.05,18/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,43852.89,91009.96,18717.4,70.1,5309797,93224,188.85,26946,18403892,1226123,318454,278896,3305.27,18/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,95433.19,508534.69,142985.24,40,120460956,1168261,623.61,6400,4535579,8889913,2124397,1104002,3065.48,18/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4959.65,83093.75,27808.34,15.1,11071795,371693,797.29,3199,8063725,1174184,119209,7021,1764.47,18/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226494.44,1616542.55,11923.99,95,42604197,89384,2183.7,361948,40741231,455446,53100,25935,43649.57,18/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,167209.23,258322.85,65435.11,71.9,13268809,2,2183.7,2334444,20903986,454566,28986,23038,2183.7,18/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,227421.63,285505.06,100258.26,69.4,24599777,18479,969.97,8992,12462028,1058824,168034,17526,8942.12,18/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73715.4,450402.29,24588.56,75,43708594,1069,204.08,2264,11064458,751378,182764,98035,5208.2,18/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1081.92,997.05,31686.06,3.3,1071310,41,5.02,27136,999203,105006,8437,2364,15.84,18/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,73872.52,759830.51,24431.44,75.1,65330185,41566,6986.37,15144,12488183,1128374,291018,238005,23384.72,18/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,60673.09,2009600.84,37630.88,61.7,4307666,3,94.89,629153792,502534481,3889,1044,280,33743.95,18/1/21 4:00
