volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,425704.22,2260960.37,51132.66,89.3,66967372,739328,7687.31,5353,36302012,3607290,941011,429041,46895.55,30/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,215852.28,337564.83,151088.73,58.8,47689680,471566,635.62,50016,7600210,500186,207985,143396,7751.23,30/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,311661.98,1105096.57,188900.36,62.3,245016184,2201226,707.1,47896,4845078,6868480,1313195,649782,8453.05,30/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,47792.56,94728.13,14777.73,76.4,5318419,93008,188.85,27314,19124722,1232577,322195,279926,3305.27,30/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,96883.39,510069.32,141535.05,40.6,123700123,1282090,623.61,6098,4430327,9199316,2143942,1094136,3065.48,30/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4986.51,83199.72,27781.47,15.2,11137607,373839,797.29,3214,8026308,1187166,120717,6990,1845.35,30/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226525.46,1698309.54,11892.98,95,43101263,89384,2183.7,361948,42308366,460986,53553,26092,44387.37,30/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,172604.94,264383.4,60039.4,74.2,13901710,2,2183.7,2334440,20420395,461322,29996,23763,2183.7,30/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,240494.56,333256.75,87185.33,73.4,25748678,18479,969.97,9058,13897255,1115300,170392,18234,8942.12,30/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73719.25,466322.1,24584.71,75,45357774,1069,316.98,3251,11040458,775826,187224,100727,5208.2,30/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1059.11,1009.91,31708.87,3.2,1072319,41,10.49,27096,1011144,105083,8427,2355,15.84,30/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,73838.6,768900.61,24465.37,75.1,65423917,41566,6986.37,15146,12619150,1135258,294039,240619,24136.51,30/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,93710.95,2051148.93,4593.02,95.3,4393464,3,94.89,629153792,502874864,4000,1058,280,33743.95,30/3/21 4:00
