volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,452982.82,2291924.94,23854.05,95,68073432,749518,7687.31,5210,36200653,3811120,967905,440911,46895.55,14/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,245003.17,362872.11,121937.84,66.8,49173799,531745,635.62,50086,7923426,539687,212917,145307,11605.32,14/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,317380.15,1118622.8,183182.19,63.4,248449020,2205436,707.1,48164,4836594,7111878,1323709,655868,8453.05,14/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,51231.38,97958.11,11338.91,81.9,5462955,94672,188.85,31966,19253580,1240516,326012,282298,3305.27,14/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,98681.07,511494.69,139737.36,41.4,124588309,1319610,799.98,6110,4411057,9386589,2170270,1099435,3065.48,14/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,6652.73,84860.39,26115.25,20.3,11745313,398448,797.29,3246,7763090,1241775,125399,7076,1915.17,14/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,225688.93,1756572.39,12729.51,94.7,43529511,89384,2183.7,361948,43329299,464414,54022,26279,44387.37,14/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,174484.55,273341.78,58159.79,75,17199624,2,2183.7,2334216,17064161,465538,30571,23810,2183.7,14/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,239979.58,353096.97,87700.3,73.2,25953909,18479,969.97,9118,14608173,1118679,170940,18431,8942.12,14/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73629.68,475363.01,24674.28,74.9,47010348,1069,316.98,3893,10857461,801133,189694,102208,5208.2,14/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1059.28,974.74,31708.7,3.2,1071585,41,10.49,26824,976589,105031,8429,2360,15.84,14/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,71966.1,770828.73,26337.86,73.2,65448241,41566,6986.37,15147,12646093,1136766,294664,241151,24612.11,14/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,93630.65,2061858.19,4673.31,95.2,4413894,3,94.89,629153792,503152453,4004,1058,280,33743.95,14/5/21 4:00
