volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,450876.09,2281788.72,25960.78,94.6,67867386,746650,7687.31,5243,36150125,3804887,966170,440210,46895.55,26/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,231961.55,353468.44,134979.46,63.2,48404163,459084,635.62,50258,7840810,506285,209653,144262,11605.32,26/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,311567.74,1110119.17,188994.6,62.2,247815634,2203430,707.1,48151,4812107,6920195,1318391,652986,8453.05,26/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,48194.3,95099.79,14375.99,77,5324752,93126,188.85,27605,19176920,1232834,322224,279928,3305.27,26/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,98623.09,511389.18,139795.35,41.4,123959690,1291356,799.98,6148,4432476,9302963,2157184,1097062,3065.48,26/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,5741.33,83897.16,27026.66,17.5,11368072,387595,797.29,3200,7929635,1208992,122861,7011,1844.08,26/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226493.87,1725436.77,11924.57,95,43433899,89384,2183.7,361948,42654969,463312,53917,26232,44387.37,26/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,174154.51,266385.1,58489.83,74.9,13988641,2,2183.7,2334440,20447141,463112,30075,23805,2183.7,26/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,243149.35,343547.65,84530.53,74.2,25855070,18479,969.97,9092,14267442,1117075,170564,18274,8942.12,26/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73719.28,471787.4,24584.69,75,46261749,1069,316.98,3603,10950165,788017,188588,101502,5208.2,26/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1059.22,974.68,31708.76,3.2,1071217,41,10.49,26854,976865,105007,8428,2359,15.84,26/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,73639.48,770923.96,24664.49,74.9,65437951,41566,6986.37,15146,12649644,1136099,294413,240933,24422.14,26/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,93530.57,2059764.51,4773.39,95.1,4409537,3,94.89,629153792,503139790,4002,1058,280,33743.95,26/4/21 4:00
