volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,430211.91,2265019.83,46624.96,90.2,66970636,739367,7687.31,5353,36365328,3607626,941047,429053,46895.55,5/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,216133.99,337859.57,150807.01,58.9,47718999,472533,635.62,50002,7602172,502668,209145,144255,7751.23,5/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,305604.4,1103309.83,194957.94,61.1,245495143,2202379,707.1,47870,4827811,6873267,1313210,649943,8453.05,5/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,47792.56,94728.13,14777.73,76.4,5318424,93008,188.85,27314,19124704,1232576,322195,279926,3305.27,5/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,96622.04,509608.08,141796.4,40.5,123580861,1271099,623.61,6103,4430581,9190946,2140865,1094882,3065.48,5/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4994.57,83178.19,27773.42,15.2,11149923,373947,797.29,3216,8015369,1187950,120802,6993,1816.27,5/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226184.5,1708844.44,12233.94,94.9,43103712,89384,2183.7,361948,42568393,461148,53584,26113,44387.37,5/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,172435.69,264978.91,60208.65,74.1,13924669,2,2183.7,2334440,20432647,461675,29997,23763,2183.7,5/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,243063.73,335949.06,84616.15,74.2,25761457,18479,969.97,9060,14002577,1115971,170490,18260,8942.12,5/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73723.51,467710.78,24580.45,75,45517617,1069,316.98,3366,11033016,779179,187690,100984,5208.2,5/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1059.12,1009.92,31708.87,3.2,1072416,41,10.49,27092,1011055,105093,8427,2355,15.84,5/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,73722.98,770217.64,24580.98,75,65432953,41566,6986.37,15146,12639019,1135892,294331,240864,24202.21,5/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,93624.29,2056962.02,4679.68,95.2,4403801,3,94.89,629153792,503111827,4000,1058,280,33743.95,5/4/21 4:00
