volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,444043.21,2275737.88,32793.66,93.1,67566675,745785,7687.31,5210,36214857,3800511,964977,439628,46895.55,15/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,216088.06,337943.7,150852.95,58.9,47794951,465784,635.62,50078,7591981,505027,209415,144370,7751.23,15/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,309142.3,1107025.77,191420.04,61.8,247165210,2202352,707.1,48076,4811332,6899144,1315497,651304,8453.05,15/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,47797.42,94732.93,14772.87,76.4,5320593,93008,188.85,27393,19117875,1232598,322196,279927,3305.27,15/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,98091.34,510985.62,140327.09,41.1,123162600,1286923,799.98,6149,4457686,9260266,2150441,1096004,3065.48,15/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,5028.47,83203.13,27739.51,15.3,11236844,379404,797.29,3221,7955749,1195480,121379,6998,1809.85,15/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226499.24,1715774.33,11919.19,95,43134998,89384,2183.7,361948,42710021,462297,53641,26118,44387.37,15/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,172910.93,265384.2,59733.41,74.3,13938832,2,2183.7,2334440,20443105,462169,30016,23776,2183.7,15/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,245447.41,339425.93,82232.47,74.9,25811581,18479,969.97,9077,14120020,1116525,170478,18235,8942.12,15/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73289.81,469492.5,25014.15,74.6,45784130,1069,316.98,3544,11010577,782497,188148,101286,5208.2,15/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1059.14,974.6,31708.84,3.2,1070901,41,10.49,26870,977075,104991,8424,2355,15.84,15/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,73679.95,770751.59,24624.01,75,65435603,41566,6986.37,15146,12647269,1136077,294420,240933,24306.27,15/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,93582.74,2059143.28,4721.23,95.2,4407948,3,94.89,629153792,503169837,4001,1058,280,33743.95,15/4/21 4:00
