volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,448411.97,2110795.28,28424.9,94,65540376,725188,7687.31,5567,34630313,3513020,931358,423842,46895.55,4/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,185848.16,299880.62,181092.84,50.6,44575862,409970,635.62,49056,7223388,437333,180908,127107,7751.23,4/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,293731.5,1070905.24,206830.84,58.7,238573403,2190009,707.1,47134,4822037,6714562,1268246,637164,8453.05,4/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,43374.66,90551.95,19195.63,69.3,5309431,93224,188.85,26936,18312535,1226019,318455,278894,3305.27,4/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,95501.29,508578.72,142917.15,40.1,119834742,1132388,623.61,6430,4559622,8813945,2112209,1103060,3065.48,4/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4958.01,82964.62,27809.97,15.1,11047761,371516,797.29,3201,8068717,1171081,119086,7003,1636.76,4/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,219941.17,1606798.23,18477.27,92.3,42487808,89384,2183.7,361948,40606579,451594,52957,25918,43649.57,4/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",327679.88,163797.48,255811.6,163882.4,50,13220722,2,2183.7,2334444,20776064,454076,28956,23032,2183.7,4/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,229054.18,275378.25,98625.7,69.9,24467611,18479,969.97,8971,12084937,1054129,167907,17510,8942.12,4/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73724.73,449290.54,24579.23,75,43578328,1069,204.08,2224,11070140,748723,182370,97873,5208.2,4/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1081.86,996.98,31686.13,3.3,1071185,41,5.02,27136,999253,104995,8435,2360,15.84,4/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,74193.71,758267.85,24110.26,75.5,65314916,41566,6986.37,15144,12465413,1128340,291015,238005,23237.68,4/1/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,59500.26,2008457.52,38803.71,60.5,4305363,3,94.89,629153792,502518153,3889,1044,280,33743.95,4/1/21 4:00
