volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,452992.33,2299154.2,23844.55,95,68241315,762556,7687.31,5237,36228419,3816989,969475,441832,46895.55,24/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,246988.37,368823.97,119952.64,67.3,49622512,615925,635.62,50164,7980564,542135,213192,145409,11605.32,24/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,321296.21,1123168.29,179266.14,64.2,249060926,2207567,707.1,48234,4844304,7132304,1330005,659233,8453.05,24/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,52217.81,99034.37,10352.48,83.5,5505590,100580,188.85,30632,19314380,1265043,342032,292203,3305.27,24/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,98755.2,511574.57,139663.24,41.4,125126072,1332835,799.98,6027,4392802,9420819,2172296,1097816,3065.48,24/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,7441.59,85567.01,25326.4,22.7,11745377,398448,797.29,3246,7827645,1241789,125400,7076,2260.64,24/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226412.07,1772248.18,12006.36,95,43545176,89384,2183.7,361948,43700247,464996,54061,26285,44387.37,24/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,174471.98,273893.17,58172.36,75,17199816,2,2183.7,2334216,17098393,465945,30687,23822,2183.7,24/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,238900.58,359007.83,88779.3,72.9,26008570,18479,969.97,9147,14821496,1119371,171003,18443,8942.12,24/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73708.47,476957.62,24595.49,75,47379908,1069,316.98,4130,10808910,807011,190373,102604,5208.2,24/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1059.29,974.74,31708.69,3.2,1071651,41,10.49,26816,976535,105037,8430,2361,15.84,24/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,73601.69,772662.37,24702.28,74.9,65449849,41566,6986.37,15147,12675864,1136786,294664,241151,24718.09,24/5/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,94048.93,2120709.3,4255.04,95.7,4521825,3,94.89,629153792,505117399,4022,1068,282,33743.95,24/5/21 4:00
