volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,450710.04,2281731.61,26126.84,94.5,67873957,746548,7687.31,5240,36145722,3804836,966165,440210,46895.55,24/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,231728.89,353249.05,135212.12,63.2,48353905,450005,635.62,50267,7844089,506165,209624,144261,11605.32,24/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,310658.12,1109333.72,189904.22,62.1,247710886,2203406,707.1,48189,4810738,6915753,1318301,652953,8453.05,24/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,48193.76,95099.25,14376.53,77,5323921,93126,188.85,27540,19179804,1232796,322218,279929,3305.27,24/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,98791.03,511616.6,139627.4,41.4,123982247,1291356,799.98,6148,4433639,9303992,2157276,1097118,3065.48,24/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,5388.97,83562.83,27379.02,16.4,11368068,387595,797.29,3200,7898060,1208992,122861,7011,1833.17,24/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226493.33,1721631.3,11925.1,95,43423233,89384,2183.7,361948,42571347,462917,53744,26147,44387.37,24/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,174154.5,266385.08,58489.84,74.9,13988603,2,2183.7,2334440,20447195,463112,30075,23805,2183.7,24/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,243447.87,343525.67,84232.01,74.3,25847819,18479,969.97,9089,14270531,1117004,170553,18273,8942.12,24/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73749.98,471582.13,24553.99,75,46441465,1069,316.98,3774,10907423,789710,188489,101443,5208.2,24/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1059.22,974.68,31708.76,3.2,1071217,41,10.49,26854,976865,105007,8428,2359,15.84,24/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,72127.93,769539.59,26176.03,73.4,65437667,41566,6986.37,15146,12626983,1136095,294413,240933,24401.54,24/4/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,93609.52,2059617.48,4694.44,95.2,4409205,3,94.89,629153792,503141869,4002,1058,280,33743.95,24/4/21 4:00
