volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,456276.98,2063060.13,20559.9,95.7,65374924,714486,7687.31,5556,33930826,3486096,925813,422635,46895.55,6/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,167404.5,282208.08,199536.51,45.6,43972614,318257,635.62,48802,6890950,430715,178385,125617,7751.23,6/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,283650.33,1059738.37,216912.01,56.7,236274465,2181690,707.1,46547,4818197,6672665,1259007,631738,8453.05,6/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,41789.65,88938.82,20780.64,66.8,5307348,93224,188.85,26877,17993366,1225336,318460,278890,3305.27,6/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,94945.82,508097.49,143472.62,39.8,118530117,1104241,623.61,6514,4605366,8672600,2093645,1102784,3065.48,6/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4945.32,83062.92,27822.66,15.1,10942861,368643,797.29,3207,8155717,1158281,116868,7003,1746.76,6/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,234434.02,1590288.89,3984.42,98.3,42296722,89384,2183.7,361948,40370925,451145,52932,25904,43649.57,6/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",327679.88,161714.59,253480.27,165965.29,49.4,12462832,2,2183.7,2334448,21838646,452956,28800,23018,2183.7,6/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,222285.1,267309.16,105394.78,67.8,24136019,18479,969.97,8996,11891996,1044693,167498,17249,8942.12,6/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73692.61,444667.85,24611.35,75,42551051,1069,204.08,1963,11220750,737863,180908,96873,5208.2,6/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1081.2,996.38,31686.78,3.3,1070842,41,5.02,27136,998967,104958,8425,2348,15.84,6/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,82228.81,756397.39,16075.16,83.6,65310141,41566,6986.37,15143,12435573,1128278,291020,238005,22930.41,6/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,57236.25,2006263.13,41067.71,58.2,4300955,3,94.89,629153792,502485345,3886,1044,280,33743.95,6/12/20 4:00
