volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,436986.92,2272795.44,39849.96,91.6,66847289,738110,7687.31,5344,36557326,3589343,940574,428978,46895.55,20/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,217187.77,337155.42,149753.24,59.2,47788142,471161,635.62,50286,7575351,489967,201995,139567,7751.23,20/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,313456.39,1102792.56,187105.96,62.6,242949773,2201149,707.1,47636,4876106,6851093,1311795,649510,8453.05,20/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,47650.65,94590.72,14919.64,76.2,5330158,94677,188.85,26966,19054920,1233992,322269,280904,3305.27,20/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,96463.54,509678.84,141954.89,40.5,123195699,1266663,623.61,6148,4445071,9163058,2136225,1090263,3065.48,20/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4986.47,83150.16,27781.51,15.2,11136039,373837,797.29,3214,8022659,1186938,120710,6990,1795.82,20/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,224342.86,1685496.23,14075.58,94.1,43093421,89384,2183.7,361948,41996801,460574,53511,26061,44513.54,20/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,171571.7,263565.21,61072.64,73.7,13834631,2,2183.7,2334440,20455905,460925,29986,23761,2183.7,20/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,239082.08,324291,88597.8,73,25620571,18479,969.97,9030,13590995,1114184,170208,18197,8942.12,20/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73856.77,464827.38,24447.2,75.1,45119046,1069,316.98,3096,11061861,772439,186939,100575,5208.2,20/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1047.87,963.94,31720.11,3.2,1070438,41,5.02,26883,966806,104895,8417,2352,15.84,20/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,72155.84,766641.68,26148.13,73.4,65406953,41566,6986.37,15146,12585340,1133914,293426,240095,24031.99,20/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,93377.97,2044544.31,4926,95,4381244,3,94.89,629153792,502658823,3939,1046,280,33743.95,20/3/21 4:00
