volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,453936.15,2065980.68,22900.72,95.2,65367951,711900,7687.31,5566,33982419,3513401,929776,424761,46895.55,11/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,172255.65,286919.17,194685.36,46.9,44362813,401775,635.62,49023,6944364,435668,180704,127003,7751.23,11/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,286585.01,1062283.57,213977.33,57.3,237389882,2181566,707.1,46910,4807073,6679586,1259624,631887,8453.05,11/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,42017.02,89152.73,20553.27,67.2,5307942,93224,188.85,26875,18034624,1225362,318461,278889,3305.27,11/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,95083.25,508227.63,143335.19,39.9,118719185,1109973,623.61,6492,4599218,8701899,2097844,1102779,3065.48,11/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4947.64,83104.11,27820.34,15.1,10957651,369951,797.29,3207,8148745,1159203,116930,7003,1785.82,11/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,234264.45,1594316.51,4153.98,98.3,42310923,89384,2183.7,361948,40459586,451256,52933,25905,43649.57,11/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",327679.88,163559.37,255046.46,164120.52,49.9,12960073,2,2183.7,2334448,21130515,453608,28886,23035,2183.7,11/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,222399.45,267421.19,105280.43,67.9,24126867,18479,969.97,8994,11901493,1044809,167508,17234,8942.12,11/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73932.48,445831.7,24371.49,75.2,42944164,1069,204.08,2175,11147134,742290,181343,97126,5208.2,11/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1081.07,996.26,31686.92,3.3,1070932,41,5.02,27136,998769,104961,8426,2349,15.84,11/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,81803.51,756134.78,16500.45,83.2,65310957,41566,6986.37,15143,12431100,1128289,291020,238005,22981.64,11/12/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,57740.19,2006750.42,40563.77,58.7,4301938,3,94.89,629153792,502492150,3886,1044,280,33743.95,11/12/20 4:00
