volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,452965.01,2047579.44,23871.86,95,64936824,698368,7687.31,5636,33894952,3468748,924043,422153,46895.55,24/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,172621.02,277692.54,194319.98,47,43818349,311833,635.62,48674,6804559,449411,178438,125737,7751.23,24/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,329358.64,1101007.5,171203.71,65.8,237221401,2181303,954.28,46889,4985759,6696095,1265722,634649,8453.05,24/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,41733.83,88884.43,20836.46,66.7,5306839,93224,188.85,26900,17984088,1225330,318459,278889,3305.27,24/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,94567.69,507762.3,143850.74,39.7,118176414,1095116,623.61,6570,4616058,8613379,2081148,1101320,3065.48,24/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4945.22,83144.85,27822.77,15.1,10935486,368642,797.29,3208,8169261,1157035,116773,7002,1828.77,24/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,233761.18,1577603.01,4657.26,98,42240501,89385,2183.7,361948,40102186,450563,52874,25882,43649.57,24/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",327679.88,158475.28,249977.4,169204.6,48.4,11418634,2,2183.7,2334456,23506339,451548,28604,22982,2183.7,24/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,221992.51,267042.07,105687.38,67.7,24112460,18479,969.97,8995,11891722,1044234,167421,17200,8942.12,24/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73656.51,440879.52,24647.45,74.9,41432923,1069,204.08,2375,11426895,727094,178874,95351,5208.2,24/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1081.05,996.25,31686.93,3.3,1070711,41,5.02,27136,998962,104949,8421,2337,15.84,24/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,79837.81,754007.6,18466.16,81.2,65267215,41566,6986.37,15143,12404436,1124991,289513,236677,22800.9,24/11/20 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,56070.1,2005126.56,42233.86,57,4297789,3,94.89,629153792,502571548,3845,1044,280,33743.95,24/11/20 4:00
