volume name,capacity (GiB),used physical (GiB),used logical (GiB),free (GiB),used %,regular files,symbolic links,max file size (GiB),median file size (bytes),average file size (bytes),directories,directories with subdirectories only,empty directories,max dir size (GiB),run_time
"<a href=""dashboard/volume-detail-analytics?p_volume=Bioinf"">Bioinf</a>",476836.88,421521.16,2257042.8,55315.71,88.4,66893852,738312,7687.31,5334,36279027,3607165,940988,429032,46895.55,26/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Projects"">Projects</a>",366941.01,208249.15,330317,158691.86,56.8,47543416,470290,635.62,49890,7459903,499533,207868,143340,7751.23,26/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=General"">General</a>",500562.34,313805.63,1105298.09,186756.72,62.7,244918974,2201222,707.1,47879,4847885,6866202,1312958,649752,8453.05,26/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Genomics"">Genomics</a>",62570.29,47790.64,94726.25,14779.65,76.4,5318381,93008,188.85,27313,19124479,1232573,322197,279926,3305.27,26/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Home"">Home</a>",238418.44,96785.18,509962.83,141633.26,40.6,123561294,1280486,623.61,6127,4434377,9194812,2143651,1094437,3065.48,26/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=System"">System</a>",32767.98,4986.49,83214.04,27781.5,15.2,11136058,373837,797.29,3214,8028805,1186938,120710,6990,1859.69,26/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Img"">Img</a>",238418.44,226036.8,1693450.36,12381.64,94.8,43099781,89384,2183.7,361948,42188764,460912,53535,26078,44387.37,26/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=ImageData"">ImageData</a>",232644.34,172146.67,263988.73,60497.67,74,13896730,2,2183.7,2334440,20397219,461157,29996,23762,2183.7,26/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=SBPM"">SBPM</a>",327679.88,242389.83,331740.12,85290.05,74,25711537,18479,969.97,9050,13853994,1114849,170326,18207,8942.12,26/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Sysbio"">Sysbio</a>",98303.96,73714.14,466031.07,24589.82,75,45277926,1069,316.98,3165,11052606,774572,187064,100652,5208.2,26/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Admin"">Admin</a>",32767.98,1048.02,999.41,31719.97,3.2,1072264,41,5.02,27102,1000683,105077,8426,2354,15.84,26/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=Archive"">Archive</a>",98303.96,72422.63,767447.44,25881.34,73.7,65423319,41566,6986.37,15146,12595415,1135249,294040,240619,24095.58,26/3/21 4:00
"<a href=""dashboard/volume-detail-analytics?p_volume=DBkp"">DBkp</a>",98303.96,94041.85,2047781.21,4262.12,95.7,4386986,3,94.89,629153792,502793158,3939,1046,280,33743.95,26/3/21 4:00
